title,medium,composition_date,image,copies,bad_id,info,info_filename,virtual,virtual_objects
"Illustrations to Dante's ""Divine Comedy""",wc,1824-27,but812.1.1.wc.100.jpg,but812.1,but812,"<p>Blake's 102 drawings illustrating Dante's <i>Divine Comedy</i> were commissioned by John Linnell, the chief patron of Blake's final years. Although Linnell did not begin to pay for the designs until December 1825, at the rate of about 1 pound a week, Blake probably began work on the drawings by the fall of 1824. They were left at Blake's death in 1827 in various stages of completion, ranging from pencil sketches to highly finished water colors. Most show an expressive freedom in the handling of color washes far greater than Blake's earlier water colors. In 1826, Blake began to engrave large plates based on 7 of the designs; these were also left incomplete at his death. The water colors remained in Linnell's collection and estate until their sale at auction in 1918. Through a scheme organized by the National Art-Collections Fund, they were dispersed among 7 participating institutions: the Ashmolean Museum, Birmingham Museums &amp; Art Gallery, the British Museum, the Fogg Art Museum, the National Gallery of Victoria, the Royal Institution of Cornwall, and the Tate Collection.</p><p>As we generally find with Blake's illustrations to the works of other writers, he has paid close attention to the details of Dante's poem. Yet, while faithful to the text, Blake also brings his own perspective to bear on some of Dante's central themes, including sin, guilt, punishment, revenge, and salvation. In several designs, Blake's pictorial imagery, particularly when associated with similar motifs in his illuminated books and their iconography, indicates a critical attitude towards Dante. This interpretation of the illustrations is buttressed by Blake's verbal criticisms of Dante found in his c. 1800 annotations to Henry Boyd's translation of <i>The Inferno</i>, his conversations with Henry Crabb Robinson in 1825, and his inscriptions on the rectos of a few of the Dante designs themselves. But harsh criticism coexists with many signs of intellectual sympathy in the illustrations.</p><p>We have recorded in the Editors' Notes the inscriptions on the versos of the designs. None of these is attributable to Blake; some probably represent at least 2 attempts to organize the designs into their proper sequence. The arrangement of images given here accords with our understanding of the sequence of passages illustrated and varies at several junctures from Butlin's ordering.</p>",but812.info.xml,0,
George Cumberland's Card,spb,1827,esxxi.1.1.sp.100.jpg,esxxi.1,esxxi.1,"<p>This small card is Blake's last work as an engraver.  The design and its execution in copper were commissioned by his friend of many years, George Cumberland.  The card may have been originally intended as a calling card rather than a bookplate.  The early history of the plate is well documented.  Blake first refers to it in his letter to Cumberland of 12 April 1827: ""The Little Card I will do as soon as Possible but when you Consider that I have been reduced to a Skeleton from which I am slowly recovering you will I hope have Patience with me"" (Erdman page 784).  Blake's fatal illness did indeed impede work on the engraving, left unfinished at his death on 12 August 1827.  Cumberland's son, George Jr., took delivery of the copperplate from Blake's wife Catherine on 17 January 1828 and paid her Œ£3.3s. for it.  Shortly after receiving the plate, George Jr. wrote to his father that ""M.<sup>rs</sup> Blake sends her Compts with many thanks[;] she tells me that the Card would have been more finished if WB had lived[,] that it was the last thing he attempted to engrav"" (Bentley, <i>Records</i>, page 482).</p><p>Cumberland had sent a copperplate of his calling card to Blake so that he could add a design to it.  This plate very probably already had Cumberland's name engraved on it by a writing engraver.  Even if Blake began with a new piece of copper, a writing engraver may have added the name.  Blake appears to have executed his design with the graver and drypoint needle without preliminary etching.  Most extant impressions are on paper rather than card, in either black or brown ink, and may have been printed after Cumberland's death in 1848.  There are no recorded impressions of the plate lacking Cumberland's name; the copperplate itself is untraced.</p><p>Blake inscribed the plate, lower right, with his name and age, ""A �Í 70.""  He may have sensed that 1827 could well be the last year of his life, but took pride in being capable of pursuing his art and craft to the end.  Blake was in fact 69 when he died; perhaps he inscribed ""70"" on the Cumberland card in anticipation of working on it until he turned that age.  At least when considered in retrospect, this most unusual inscription contributes to the elegiac and prophetic iconography of the design.</p>",esxxi.info.xml,0,
Europe a Prophecy,illbk,1794,europe.b.p2.100.jpg,"europe.h,europe.k,europe.d,europe.e,europe.g,europe.a,europe.b",europe,"<p>The second of Blake's ""Continental Prophecies"" (see also <cite>America</cite> and <cite>The Song of Los</cite>), <cite>Europe</cite> presents in mythopoeic form the fundamental philosophical positions in conflict in Blake's revolutionary era. Historical events are reconfigured into their universalized representations through Blake's own cast of characters, including Enitharmon, the female personification of fallen nature and history, Orc, the spirit of revolt, and Los and Urizen, the ""Eternals"" who would become central to Blake's mythic system of the ""Zoas."" These contending forces lead beyond political revolution to an apocalypse of biblical scope. Only Copies H and K contain Plate 3, a whimsical prefatory statement about the poem's origin.</p><p>Blake etched in relief, with considerable white-line work in some designs, and first printed the eighteen plates of <cite>Europe</cite> in 1794. The first printing of that year produced proof Copies a-c. Copy A, lacking Plates 3, 8, 12-16, and with Plate 17 following Plate 11, may be an early version of the book before the missing plates were etched. Copies b and c are not working proofs or copies but gatherings of early impressions (some, as in Copy A, in early states). These groups lack the same seven plates absent from Copy A and are from the same first printing. Some posthumous impressions were added to these groups by nineteenth-century owners. Copies B-G were also produced in 1794, perhaps shortly after the proof printing. There are only two later printings: 1795 (Copies A and H) and 1821 (Copy K). Copy A contains some opaque water colors probably added by someone other than Blake. Copies I, L, and M are posthumous.</p>",europe.info.xml,0,
For the Sexes: The Gates of Paradise,illbk,"1793, c. 1820",gates-sexes.d.p2.100.jpg,gates-sexes.d,gates-sexes,"<p>In about 1820, Blake revised <cite>For Children: The Gates of Paradise,</cite> giving the work a new title, reworking the design plates at least twice, and adding three new text plates at the end (19-21). All twenty-one plates are intaglio etchings/engravings. Plates 19-20 contain brief interpretive statements keyed by number to the preceding design plates. The final Plate is addressed to Satan as the ""God of This [fallen] World.""</p><p>Copies A and B were probably printed c. 1820. Copies C and D, plus a large group of impressions never collated into complete copies by Blake but now divided into what are designated as Copies J-L, N, date from c. 1825. Copies E-I are probably posthumous. Copy M, as listed in G. E. Bentley, Jr., <i>Blake Books Supplement</i> (Oxford: Clarendon Press, 1995), pages 78-79, is a group of facsimiles by William Muir.</p>",gates-sexes.info,0,
Songs of Innocence,illbk,1789,s-inn.l.p2.100.jpg,"s-inn.l,s-inn.u,s-inn.g,s-inn.b",s-inn,"<p>This lyric anthology evokes a predominantly pastoral world prior to the dualisms of adult consciousness. Human, natural, and divine states of being have yet to be separated. The child is the chief representative of this condition; other recurrent figures, such as the shepherd and lamb, point ultimately to the figure of Christ as the incarnation of the unity of innocence. In a few poems, the rhetoric, irony, and divided consciousness of experience begin to insinuate themselves into the landscape of innocence. In 1794, Blake combined <cite>Innocence</cite> with its contrary companion, the <cite>Songs of Experience</cite>, to create the combined <cite>Songs of Innocence and of Experience</cite>.</p><p>Blake etched the <cite>Songs of Innocence</cite> in relief, with white-line work in some designs, on thirty-one plates in 1789, the date on the title page. The first printing, also of 1789, produced seventeen (or possibly eighteen) copies: U, W, and possibly untraced Copy V were printed in black ink on 31 leaves; I, J, X, and ""Innocence"" of <cite>Songs of Innocence and of Experience</cite> Copy F were printed in green ink on both sides of the leaves; A-H, K-M, Z were printed in the same style in yellow ochre or raw sienna ink. In addition, the ""Innocence"" section of what would later become <cite>Songs of Innocence and of Experience</cite> Copies B-E were printed in this first session. The first copies, printed in black ink on one side of the leaves, were uncolored, appearing more like a book of prints than a book of poems; all the subsequent copies were colored and, with images on both sides of the leaves, had facing pages characteristic of books, though the light imprint, wiped plate borders, and simple washes made these copies appear like ""printed manuscripts.""</p><p>After 1794, the printing history of <cite>Innocence</cite> becomes complex because Blake began printing it with <cite>Experience</cite> to form copies of the combined <cite>Songs</cite> while continuing also to issue <cite>Songs of Innocence</cite> and <cite>Songs of Experience</cite> separately. Complicating matters further are the facts that some separately issued copies of <cite>Innocence</cite> were combined with <cite>Experience</cite> by collectors and dealers, and that copies of <cite>Innocence</cite> now separate were once part of copies of the combined <cite>Songs</cite>.</p><p>In 1795, Blake printed both sections of <cite>Songs of Innocence and of Experience</cite> Copies A and R. In a separate print-run of the same year, he printed eight sets of <cite>Innocence</cite> and nine sets of <cite>Experience</cite> impressions to form <cite>Innocence</cite> Copy N, the ""Innocence"" section of combined <cite>Songs</cite> Copy J, the ""Experience"" section of combined <cite>Songs</cite> Copies J, O, and S, and both sections of combined <cite>Songs</cite> I, L, M, and BB. The ""Innocence"" section of combined <cite>Songs</cite> Copy O was once joined with the ""Experience"" section of combined <cite>Songs</cite> Copy K; untraced <cite>Innocence</cite> Copy W was probably once joined with the ""Experience"" section of combined <cite>Songs</cite> Copy N. In c. 1802, Blake printed three copies of <cite>Songs of Innocence</cite> (O, R and Y printed as a single Copy And later divided into incomplete copies, and the ""Innocence"" section of combined <cite>Songs</cite> Copy P), along with two copies of <cite>Experience</cite> (the ""Experience"" sections of <cite>Songs of Innocence and of Experience</cite> Copies P and Q). In c. 1804, he printed another three copies of <cite>Songs of Innocence</cite> (P, Q, and the ""Innocence"" section of combined <cite>Songs</cite> Copy Q); in c. 1811 he printed two more copies (<cite>Innocence</cite> Copy S and the ""Innocence"" section of combined <cite>Songs</cite> Copy S). This was the last time Blake printed <cite>Songs of Innocence</cite> separately. <cite>Songs of Innocence</cite> Copy T is posthumous, with hand coloring in imitation of Copy B. No two copies of <cite>Songs of Innocence</cite> share the same arrangement of the plates.</p><p>Between 1818 and 1827, Blake always printed <cite>Innocence</cite> and <cite>Experience</cite> as parts of the combined <cite>Songs</cite>. In seven of the eight copies produced, the plate order remained the same (see <cite>Songs of Innocence and of Experience</cite>).</p>",s-inn.info,0,
"Illustrations to Milton's ""L'Allegro"" and ""Il Penseroso""",wc,c. 1816-20,but543.1.1.wc.100.jpg,but543.1,but543,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years. As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707). Several early drawings, such as the <cite>Satan, Sin, and Death</cite> of c. 1780 (Butlin 101), were probably inspired by Milton. In 1790-92, Blake loosely sketched several illustrations to <cite>Paradise Lost</cite> in his Notebook (Butlin 201; see Related Works, below). He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned eight designs for <cite>Comus</cite> (Butlin 527). Thomas later acquired (very probably on commission) a set of twelve water color illustrations to <cite>Paradise Lost</cite> in 1807 (Butlin 529) and six water colors illustrating ""On the Morning of Christ's Nativity"" in 1809 (Butlin 538). Between 1808 and 1815, Blake produced similar (but not in every respect identical) sets of the <cite>Paradise Lost</cite> and ""Nativity"" designs for Thomas Butts (Butlin 529, 542), to which he added the twelve illustrations to ""L'Allegro"" and ""Il Penseroso"" c. 1816-20 (Butlin 543) presented here. Although we can be confident that Butts was the first owner of these illustrations and very probably commissioned them, there are no extant records of such a commission. The dating of the water colors is based on the presence of an ""1816"" watermark in six of the designs and on stylistic features, particularly the high degree of finish with fine brush strokes, indicative of Blake's later style.</p><p>Each design is accompanied by a separate sheet of paper on which Blake wrote in pen and ink a brief title, now considered the verso of each sheet because glued to a backing sheet. The rectos of the inscribed sheets bear pen and ink quotations, in Blake's hand, of the lines illustrated, to which Blake added his own comments on the motifs pictured. These quotations and comments are of course important in understanding Blake's pictorial responses to ""L'Allegro"" and ""Il Penseroso."" The rectos of these inscribed sheets are presented here, each following the water color to which it refers. Because of the backing sheets, the verso inscriptions can only be read with the aid of a strong backing light, but they cannot be photographed. Thus, they are included here in the Editors' Notes, but they are not reproduced.</p><p>As is typical of his work as an illustrator of the works of other poets, Blake paid close attention to the text, but this disciplined approach did not preclude the inclusion of his own interpretations. In itself the selection of passages to illustrate indicates Blake's emphasis on imaginative states of consciousness, including dreams and visions.</p><p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <cite>Milton a Poem</cite> (c. 1804-10; see Related Works, below).</p>",allegropenseroso.info.xml,0,
"Illustrations to Robert Blair's ""The Grave""",wc,1805,butwba10.1.1.100.jpg,butwba10.1,butwba10,"<p>In October 1805, Blake was commissioned by the engraver and would-be publisher Robert H. Cromek to prepare forty drawings illustrating Robert Blair's <i>The Grave</i>, a popular ""Graveyard"" school poem first published in 1743. Cromek planned to select twenty of these designs for a de luxe edition of the poem. In Cromek's first prospectus of November 1805, Blake is named as both the designer and engraver of fifteen designs. Blake etched one image, ""Deaths Door,"" in white-line, but Cromek rejected it. The dark power of the white-line print appeals to modern tastes, but was far from fashionable in the early nineteenth century. In a second prospectus, also of November 1805, Cromek announced that Louis Schiavonetti would engrave twelve designs for the new edition. Blake had lost the potentially lucrative commission to engrave his own designs; his relationship with Cromek descended into anger and argument. In spite of their disagreement, Cromek included a portrait of Blake as a frontispiece to the volume, published in 1808. Cromek promoted the book aggressively and the illustrations to <i>The Grave</i> became Blake's best known work through much of the nineteenth century. </p><p> We present here the twenty water-color illustrations originally selected by Cromek for publication. These were sold at an auction in Edinburgh in 1836, but were unknown until the dramatic rediscovery of nineteen of the water colors in 2001. These were sold individually at auction in May 2006 and are now widely dispersed; most are now in private collections. For details about provenance and current ownership, see the Work Information page.</p><p> One design originally part of the group, as indicated by the size and style of its backing mat, became detached from its companions, probably in the mid-nineteenth century. This work, <i>The Widow Embracing her Husband's Grave</i> (Yale Center for British Art, Butlin 633), has been included here. The designs are arranged according to the sequence of passages illustrated, with those designs not based on any specific passage in Blair's poem grouped at the end. </p> <p> Schiavonetti's engravings published in Cromek's 1808 edition of <a href=""&#xA; /blake/work/bb435"">Robert Blair, <i>The Grave</i></a> and the white-line etching of <a href=""&#xA; /blake/work/esxiii"">""Deaths Door""</a> are also available in the Archive (see Commercial Book Illustrations, and Separate Prints and Prints in Series, in the main table of ""Works in the William Blake Archive""). See also ""Sketches for Robert Blair's <i>The Grave</i>"" under Pencil Sketches; ""Drawings for Robert Blair's <i>The Grave</i>"" under Monochrome Wash Drawings, and ""Preliminary Illustrations to Robert Blair's <i>The Grave</i>"" under Water Color Drawings.</p>",butwba10.info.xml,0,
"William Hayley, Little Tom the Sailor",comb,1800,bb470.1.1.com.100.jpg,"bb470.1,bb470.2,bb470.3",bb470,"<p>Upon arriving in Felpham on the Sussex coast in 1800, one of the first commissions Blake received from his new patron, William Hayley, was the broadside ballad <i>Little Tom the Sailor</i>. According to his <i>Memoirs</i>, Hayley composed the poem on 22 September 1800 ""to relieve the necessities of a meritorious poor Woman on the Kentish coast"" (Bentley, <i>Records</i>, pages 99-100). In a letter to Thomas Butts of 23 September, Blake states, ""I have begun to Work &amp; find í_ that Felpham is propitious to the Arts"" (Erdman page 711). Blake was almost certainly referring to <i>Little Tom the Sailor</i>, which comprises head and tailpiece designs on separate plates, etched and engraved in white line, and the texts of Hayley's ballad and a colophon etched in relief on two copperplates.</p><p>Hayley probably gave Blake the ballad to etch on the day of its composition or shortly thereafter. The ballad was published, according to the colophon, on 5 October 1800. It therefore took Blake approximately thirteen days to relief etch the texts as well as design and execute the two illustrations. A preliminary sketch of the headpiece is in the Victoria and Albert Museum. To print the ballad, Blake placed his four plates one above the other in his rolling press and printed them on one leaf of paper.</p><p>By the end of the November 1800, the initial print run appears to have almost sold out. In a letter to Hayley of 26 November, Blake, referring to the ballad, claims, ""we can muster a few in colours and some in black which I hope will be no less favour'd tho' they are rough like rough sailors"" (Erdman page 714). There are three extant hand colored examples of <i>Little Tom the Sailor</i>, two printed in brown ink and one in green.</p>",bb470.info.xml,0,
"William Hayley, The Triumphs of Temper",comeng,1803,bb471.1.1.com.100.jpg,bb471.1,bb471,"<p>First published in 1781, William Hayley's long mock-epic poem was one of the most popular works of the final decades of the eighteenth century. Heavily indebted to Alexander Pope's <i>The Rape of the Lock</i>, Hayley's didactic poem seeks to teach adolescent girls to become accomplished wives by exercising their temper.  The sixth edition of the poem, published in 1788, was the first to be illustrated; it contains seven plates after designs by Thomas Stothard. In 1803, Hayley commissioned Blake to engrave a series of new illustrations based on designs by  John Flaxman's half-sister, Maria Flaxman, for a twelfth edition of the poem. She produced seven designs, of which Blake engraved six.</p><p>Blake worked on these plates for the first six months of 1803. In his letter to Thomas Butts of 10 January 1803, Blake reports that he was ""now engaged in Engraving 6 small plates for a New Edition of M<sup>r</sup> Hayleys Triumphs of Temper. from drawings by Maria Flaxman sister to my friend the Sculptor"" (Erdman page 723). At the end of the month, on 30 January, Blake informs his brother James of the commission and state that he would be paid ""10 G[uineas]"" for each plate (Erdman page 726). By the end of June, the engravings were evidently complete, for Hayley sent a copy of the twelfth edition to Lady Harriet Hesketh, William Cowper's cousin. In a letter of 1 July, she tells Hayley of her disappointment with the prints. In a letter to John Flaxman of 7 August 1803, Hayley, presumably referring to Hesketh's comments, states: ""I am sorry to say that the Ladies (&amp; it is a Ladys Book) find fault with the Engravings&mdash; our poor industrious Blake has received sixty Guineas for them from my Bookseller &amp; I believe both the artist &amp; the paymaster are dissatisfied on the occasion"" (Bentley, <i>Records</i> page 157). In the same letter, Hayley also reports that he and Blake made the decision to omit from the engravings the figure of Minerva represented in one of Maria Flaxman's original designs. In response, John Flaxman remarked in a letter to Hayley of 24 August 1803 that one of his half-sister's drawings depicting ""Serena viewing herself in the Glass when dressed for the Masquerade whilst her Maid adjusts her train"" was overlooked for engraving (Bentley, <i>Records</i> page 166).</p><p>Two of Maria Flaxman's original designs were on display at the Royal Academy annual exhibition in 1800. All seven drawings were sold at auction at Christie's on 26 February 1883. These are currently untraced.</p><p>Blake's engravings were repeated in a very small print run of the thirteenth edition of <i>The Triumphs of Temper</i>, published in 1807. The copperplates had worn significantly and were replaced by the original engravings after designs by Stothard in another 1807 issue of the poem.</p>",bb471.info.xml,0,
The Marriage of Heaven and Hell,illbk,1790,mhh.b.p1.100.jpg,"mhh.f,mhh.g,mhh.d,mhh.e,mhh.b,mhh.c,mhh.l,mhh.m,mhh.k,mhh.h,mhh.i",mhh,"<p>Even within the context of Blake's canon, <cite>The Marriage of Heaven and Hell</cite> stands out for its combination of genres (e.g., poetry and prose, Menippean satire and cultural history) and its heterodox perspectives. Through the voice of the ""Devil,"" Blake   parodies and attacks the theology of Emanuel Swedenborg, the cosmology and ethics of Milton's <cite>Paradise Lost,</cite> and biblical history and morality as constructed by the ""Angels"" of the established church and state. Energy and passion are positively valorized; reason and temperance are characterized as restraints on   spiritual insight and self-expression. The concluding three plates   (25-27), ""A Song of Liberty,"" announce the coming revolution.</p><p>Blake etched in relief, with a few touches of white-line work, the twenty-seven plates of <cite>The Marriage</cite> in 1790. The printing of the same year included three copies in black ink (K, Plates 21-24 only, and Copies L and M, Plates 25-27 only). The complete copies from the first printing are A-C, H. Copies E and F were printed in 1794; large-paper Copy D was produced in 1795. Only two later Copies are known: G (c. 1818) and I (1827). Copies K, L, and M may have been printed as separate pamphlets. Copy G has a variant arrangement of the plates: 1-11, 15, 14, 12-13, 16-27.</p>",mhh.info.xml,0,
Songs of Innocence and of Experience,illbk,"1789, 1794",songsie.b.p1.100.jpg,"songsie.r,songsie.v,songsie.t,songsie.z,songsie.y,songsie.c,songsie.b,songsie.a,songsie.f,songsie.e,songsie.aa,songsie.n,songsie.l",songsie,"<p>A complete copy of <cite>Songs of Innocence and of Experience</cite> contains fifty-four plates etched in relief with touches of white-line work in a few designs. Plate a (a tailpiece  probably etched in the late 1780s) appears only in Copies B-D of  the combined <cite>Songs</cite>; Plate b (""A Divine Image"") appears  only in Copy BB of the combined <cite>Songs</cite> among those printed by Blake. Plates 34-36, 53, and 54 were first published in  <cite>Innocence</cite> but moved to <cite>Experience</cite> in  1794, 1795, and 1818 respectively.</p> <p>The printing history of the combined <cite>Songs</cite> is complicated because Blake printed it while also continuing to print  <cite>Songs of Innocence</cite> and <cite>Songs of   Experience</cite> separately, and because some copies of the  combined <cite>Songs</cite> were assembled by collectors or dealers from copies of <cite>Innocence</cite> and <cite>Experience</cite> separately issued, while other copies now consist of only one  section. The separately issued copies of <cite>Innocence</cite> are listed under <cite>Songs of Innocence</cite>, while the few separate and separately issued copies of <cite>Experience</cite> are listed below. <cite>Experience</cite> was first printed while it was still a work in progress; seventeen of the plates were color printed in c. 1794 and now make up <cite>Songs</cite> Copies F, G, H, and T1-2. The first copies of the combined <cite>Songs</cite> were B, C, and D, formed in 1794 from copies of <cite>Innocence</cite> printed in 1789 and copies of the complete  <cite>Experience</cite> printed in 1794. Combined <cite>Songs</cite> Copy E also consists mostly of impressions from  these print runs, but appears to have been assembled or at least  recolored c. 1806 for Blake's patron Thomas Butts.</p> <p>The first copies of the combined <cite>Songs</cite> in which the  two sections were printed together were A and R in 1795. That same  year, Blake printed eight sets of <cite>Innocence</cite> and nine  sets of <cite>Experience</cite> impressions to form  <cite>Innocence</cite> Copy N, the ""Innocence"" section of combined  <cite>Songs</cite> Copy J, the ""Experience"" sections of combined  <cite>Songs</cite> Copies J, O, and S, and both sections of  combined <cite>Songs</cite> Copies I, L, M, and BB. ""Innocence"" of  combined <cite>Songs</cite> Copy O was once joined with  ""Experience"" of combined <cite>Songs</cite> Copy K, and untraced  <cite>Innocence</cite> Copy W was probably once combined with  ""Experience"" of combined <cite>Songs</cite> Copy N. In c. 1802,  Blake printed three copies of <cite>Innocence</cite> (O, R and Y  printed as a single copy and later divided into two incomplete  copies, and the ""Innocence"" section of combined <cite>Songs</cite>  Copy P), along with two copies of <cite>Experience</cite> (the  ""Experience"" sections of combined <cite>Songs</cite> Copies P and  Q). In c. 1804, he printed another three copies of  <cite>Innocence</cite> (P, Q, and the ""Innocence"" section of  combined <cite>Songs</cite> Copy Q); in c. 1811 he printed two more  copies (<cite>Innocence</cite> Copy S and the ""Innocence"" section  of combined <cite>Songs</cite> Copy S).</p> <p>Between 1818 and 1827, <cite>Innocence</cite> and  <cite>Experience</cite> were always printed as part of the combined  <cite>Songs</cite>. In c. 1818, Blake printed combined  <cite>Songs</cite> Copies T2 and U; in c. 1821, Copy V; in 1825,  Copies W and Y; in 1826, Copies Z and AA; and in 1827, Copy X. In  all but Copy V, the plate order is the same, though Copy T2 has had  Plate 49 repositioned and a few <cite>Innocence</cite> poems  replaced with earlier impressions. The plate order in these last copies and in ""Innocence"" of combined <cite>Songs</cite> Copy S (c.  1811) follows, with minor variations, the plate order of combined <cite>Songs</cite> Copy R, which was Blake's personal copy until he  sold it to John Linnell in 1819. The coloring of combined  <cite>Songs</cite> Copies K and M is posthumous.</p>",songsie.info.xml,0,
The Book of Thel,illbk,1789,thel.b.p2.100.jpg,"thel.r,thel.g,thel.f,thel.d,thel.b,thel.o,thel.n,thel.l,thel.j,thel.i,thel.h",thel,"<p><cite>The Book of Thel</cite> is Blake's first illuminated book written in lines of fourteen syllables, a measure used in most of his subsequent books. Thel, a virgin shepherdess burdened by her sense of mortality, seeks meaning for her life by talking with several creatures&mdash;a lily, cloud, worm, and clod of clay. These speaking symbols of life's transience are satisfied with their lot because all believe themselves to be part of natural cycles related through self-sacrifice to a higher purpose. On the final plate, Thel comes to her grave and hears her own unanswered questions redolent with fears of both death and sexuality. This voice, and Thel's flight from it, indicate either her failure to accept the harsh facts of life or the failure of her interlocutors' philosophy to satisfy the human desire for transcendental truths.</p> <p>Blake etched <cite>The Book of Thel</cite> in relief, with a few touches of white-line work, on eight plates in 1789, the date on the title page, and 1790. Plate 1, ""Thel's Motto,"" and Plate 8, the final plate, which may be a substitute for an earlier version of the poem (although there is no evidence that any such early version was etched), appear to have been etched later than Plates 2-7.Their lettering style is present in <cite>The Marriage of Heaven and Hell</cite> but not in <cite>Thel</cite>'s other plates. Both plates are missing from the first copy of <cite>Thel</cite>printed, proof Copy A (black ink, Plates 2-5, 7 only, with Plate 6 and a duplicate Plate 2 in the San Francisco Public Library). This first printing of the finished work can be divided into five issues according to ink color: Copies H-L (green), B, E, M (raw sienna), A, D, R (orange-yellow ochre), C (raw umber), and G (blue). Untraced Copies P and Q may also be from this printing; but, given gaps in the relevant provenances, they might also be the same as Copies G and H. Large-paper Copy F, with rudimentary color printing, was produced in 1795; Copies N and O can be dated to c.1818. A pencil drawing in the British Museum shows alternative versions of Plates 6 and 7.</p>",thel.info.xml,0,
"Illustrations to the Book of Job, The Linnell Set",wc,1821,but551.1.1.wc.100.jpg,but551.1,but551,"<p>Blake's pictorial engagements with The Book of Job extended over many decades.  His first efforts were a small group of wash drawings of the mid-1780s showing Job in his misery with his wife and three friends (Butlin 162-164).  Another version of this subject appears among Blake's emblem series that he sketched in his Notebook (Butlin 201.20), but the composition appearing in the wash drawings culminated in the large intaglio etching/engraving, ""Job"" (Essick V), which Blake listed in his advertisement <i>To the Public</i> of 10 October 1793.  This print may have stimulated Blake's chief patron, Thomas Butts, to commission a tempera painting, <i>Job and His Daughters</i> (Butlin 394) c. 1799-1800 and, about six years later, a series of nineteen water colors illustrating the story of Job (Butlin 550, the so-called ""Butts set"").  In 1821, Blake and his new patron John Linnell borrowed the water colors from Butts.  Linnell traced the series and Blake colored them (Butlin 551, the so-called ""Linnell set"").  Blake also added two more compositions to this later group and added versions of these same compositions to the earlier group, so that both sets now have twenty-one designs.  The Linnell set led directly to his commissioning engravings.  These began as a series of reduced sketches executed in 1823 (Butlin 557); the engravings themselves, with a title page added, were not finished and published until 1826.</p><p>The Linnell set of twenty-one water colors is presented here.  Its joint production by Linnell and Blake and its dating are based on Linnell's journal, wherein he records that he ""Traced outlines from Mr Blakes Designs from Job [the Butts set] all day"" on 8 September 1821.  On 10 September, he again ""Traced outlines from Mr Blake's drawings of Job&mdash;all day,"" and ""Mr Blake finishing the outlines&mdash;all day.""  See G. E. Bentley, Jr., <i>Blake Records</i>, 2nd ed. (New Haven and London: Yale University Press, 2004) 379.</p><p>Blake follows the general outline of the story of Job in the Bible, but also incorporates into his designs many motifs representing his personal interpretation.  At the beginning, Job and his family attend only to the letter, rather than the spirit, of God's laws.  Job thereby falls under a false conception of God and into the hands of Satan.  Job's sufferings are recorded in the first half of the series, culminating in his horrific vision of a devil-god in the eleventh design.  Job's spiritual education and material restoration are pictured in the second half of the series.  In the penultimate design, Job tells his story to his daughters; the entire family is restored to life in the final design.  Some critics and biographers have interpreted the Job series as personal statements about Blake's own tribulations and the spiritual peace he found late in life.  However appealing this approach may be, it is made questionable by the earlier dating of the Butts series, the basis for all the later works.</p>",but551.info.xml,0,
"Illustrations to the Book of Job, The Butts Set",wc,c. 1805-06 and c. 1821-27,but550.1.1.wc.100.jpg,but550.1,but550,"<p>Blake's pictorial engagements with The Book of Job extended over many decades. His first efforts were a small group of wash drawings  of the mid-1780s showing Job in his misery with his wife and three friends (Butlin 162-164). Another version of this subject appears  among Blake's emblem series he sketched in his Notebook (Butlin  201.20), but the composition appearing in the wash drawings  culminated in the large intaglio etching/engraving, ""Job"" (Essick  V) which Blake listed in his advertisement <i>To the Public</i> of 10 October 1793. This print may have stimulated Blake's chief  patron, Thomas Butts, to commission a tempera painting, <cite>Job and His Daughters</cite> (Butlin 394) c. 1799-1800 and, about six years later, a series of nineteen water colors illustrating the  story of Job (Butlin 550, the so-called ""Butts Set""). In 1821,  Blake and his new patron John Linnell borrowed the water colors  from Butts. Linnell traced the series and Blake colored them  (Butlin 551, the so-called ""Linnell Set""). Blake also added two more compositions to this later group and added versions of these  same compositions to the earlier group, so that both sets now have  twenty-one designs. The Linnell set led directly to his  commissioning engravings. These began as a series of reduced sketches executed in 1823 (Butlin 557); the engravings themselves, with a title page added, were not finished and published until  1826.</p> <p>The Butts set of twenty-one water colors is presented here. Its dating is based on stylistic features, the history of commissions  from Butts, and the presence, on two of the designs (5, 11), of  Blake's near-monogram ""WB inv,"" which Blake began to abandon c. 1806.</p> <p>Blake follows the general outline of the story of Job in the  Bible, but also incorporates into his designs many motifs  representing his personal interpretation. At the beginning, Job and his family attend only to the letter, rather than the spirit, of God's laws. Job thereby falls under a false conception of God and  into the hands of Satan. Job's sufferings are recorded in the first  half of the series, culminating in his horrific vision of a devil-god in the eleventh design. Job's spiritual education and  material restoration are pictured in the second half of the series. In the penultimate design, Job tells his story to his daughters; the entire family is restored to life in the final design. Some  critics and biographers have interpreted the Job series as personal statements about Blake's own tribulations and the spiritual peace he found late in life. However appealing this approach may be, it is made questionable by the earlier dating of the Butts series, the basis for all the later works.</p>",but550.info.xml,0,
